family,file,sha256,fmt,n_vars,n_clauses,n_vars_used,ratio,len_min,len_max,len_mean,len_hist,all_w1,size_kb
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-27.cnf,d83b5ea788ec9189d8e87eaefc16a93b43551b16d9abb8fac10df989d11813a3,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-28.cnf,51838e3735d5297192aaa92ef1367eb5f9d5f4b1687f86933166b2d78e3f3dd8,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-29.cnf,4b306fb6a9e45f6392c83b2d7c0c8e90547370155b0a218f6f4f7e40844b0c66,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-3.cnf,9e987bc20d320a19e9ac71d3720befbf3ff408d2dfa990df0dd9e67fb3775bbf,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-30.cnf,db62a0af8d934a0837d6a23ed507f19a2bcda98591e358be5b4816701eb86396,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-31.cnf,1c54bf9b6a4347d1952e14258d6f85175b28a8115893643e2a89f12759c52f03,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-32.cnf,b633d958b131c1380bdebda83f40d2d74e55256a11ab73d685b0b3545943b202,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-33.cnf,54fcef1e362c23c9cd2676a436194cff817b35058a0b9c8ad841f133d5c46e52,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.7
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-34.cnf,b2de5fca86ce5b2ce44cf75e264e5a970dcba866427292118700473fa4aeaeff,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-35.cnf,a2dbe22822a275f531c1bfe861e3ddaea5267f63e97f12920cb36af890570288,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-36.cnf,f99e1bc28ed846d7255d6ba7696259de729181c4d6334e635fc235051f991989,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-37.cnf,efe0273911b2cce8fbe08647e2ec9a82b8f2d88aa6556aeb61096c7f211abc87,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-38.cnf,e7c2ad803fb164e04ae9d1caeb1fdd830ccd4912c2cd3496ebf89eb94d147049,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-39.cnf,190470cbd3ea0bd23d89fa502a9ec2422ef6b929e36ebe6c80567518d3c500d6,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.9
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-4.cnf,141f96feff365676821efa6b69eea60b9c2f4b7e83dd7216b66e9bf288ded5ea,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-40.cnf,be6125775f5e772b8c2677434d397ff92fa3b0336e12354261fe18189dff2340,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.9
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-41.cnf,8b81567bd3379cbc0f07ee3049c95d397fa0023daf33b239361e3d8ef9a9bfe7,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.9
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-42.cnf,2a6711b82b97022df9fd387f3d4fd35439e5d5abd253776ac459e48d5885c71c,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-43.cnf,33e844676df59b19ec50e55283ef7d1e311b180a100b336cdd695c371cc7b55b,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-44.cnf,268358abd2b26c8985c8aff11dafd365c4492b1feae9a4c8a9eb895eb189cf4d,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-45.cnf,7076c9191f6e7e8e43685af589df2a8f3b6e0ca76b60a379ef7f88cfd3e21f28,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-46.cnf,93ee28185b46d628c40566ca7d010d1aba0973706b3f19f03c85ecb29fb4b34f,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-47.cnf,5b914d79f74d13e797ce8f61dd2a1913b69cb0de80c7390753ee3bdc8cfc741b,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-48.cnf,15ca28b2076cb18aa32932e8eaba155bd76beb87d1ef3e6945fcb00bdf319149,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-49.cnf,28819c63f2d896f2636988c8e557279650184171eaf68d3101536b4e1cafd5b8,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-5.cnf,c9f0f2615b932e7824600662ca594568ce4a98d59bc750b8b98805ee03a1dca3,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-50.cnf,c009a0638becfcff7f260d9c7d7de5f09847172eb6cfda75da0029d368538f4c,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.9
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-6.cnf,760ba96f839caf60eb90544cc43525085f192e04555fa6547873f04ac7501e5c,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-7.cnf,21f929b40be36d6f9c80611c576452db55763930654d2a306c7b5766313eb6b2,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-8.cnf,754b399204b8cb61f1a0dfa0e6cbb85e17b511a8349366523b605f1d4906ee28,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.7,maxcut-140-630-0.7-9.cnf,6df20988ea67a3ff508114732a20e59835aa524504819e88526df00af7671d37,cnf,140,1260,140,9.0,2,2,2.0,2:1260,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-1.cnf,13b0489ce8f1a557c6e5d5de9887b972527b0ee211fb634cf1f27762d473d699,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-10.cnf,a45cb20356ed60fb34501fea76951d2350ac3bebe0e7ca12ca84380dd714113a,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-11.cnf,3df4968fbeeda51386038d8c37f361cfbb9220e3be832020af0796b0b7cab054,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-12.cnf,60e9f1eb5684568de9c28e7ffe3658543d62142a2a6b1c356e422afad0170eb0,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.9
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-13.cnf,8589fc07bb9fa58d747a189375bc097de1eb5037a251d5949f3620fd534c35af,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-14.cnf,3056e5c8ca4aaac4703495ee44dd47755ee8c4e1047a834863bdf15f42c14751,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-15.cnf,7db75020c4dd7e03ee8e368f6e517c7f77eaaa281a0fc4829fb5b2b87a867d75,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-16.cnf,3d3847ee0bf20fa04de66c4286a385f7a5935a66215d96fce14986648d64cf08,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-17.cnf,68673363a53dc56421b7c1ed14079fce88c078a323512c622f2497b06b6cf053,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-18.cnf,2d9a34206d0e08bb9920e0bde53b707f760d595a857d37fb250be628b77cf733,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-19.cnf,dc2947131f626ff60f740f522cbfb77bbd3b23e0e5d9daf5ca34acef384ad83e,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-2.cnf,f5e48511fac118323c99fe3652e2e97eb862a3ffa17b3736cadff9cdb88652a0,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-20.cnf,5b784fee215ce547cc3828ecdb8c66d0441d49775124137d8382897fa555e847,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-21.cnf,f6b47335ca6bb519d329a2d9ce3e35b0e319f25b9d6dff5e7494b8fed0140270,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-22.cnf,c221d65aeb94093a595bee6050ee10f21a12096e7bc971bbdd5a5989b2d8f23c,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-23.cnf,ad09591fefd01a49bb110606515725c62daccc5450b60286983d2f7f3aa1e651,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-24.cnf,b4839adcda41ec230598ee2c7ee9aeba43c40818996df00319266ff2abfe6f84,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-25.cnf,9914fa2fd60ad859f38d6afed2827f7ad546da97f9025fb188400b706da030a3,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-26.cnf,d972ada6d84d778cfbc8b9d1e76fa8c7d33c708c455df4eb1fbf4272b3715e7f,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-27.cnf,c518780a6b4a28d513d6ae9ebe9b61a99d6c1240ed7474c11f0356eea5c44721,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-28.cnf,d2583b31b45d994235dedfa02964c747e8591d3797c8dee234e088822e6ac224,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-29.cnf,c8f5d44903588e2e077c1c2d9f72a71683b69ba00e00ccc086390c1bae149ef7,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-3.cnf,e1438c12449c1fa64e7ad067ffd131b43515f72b227f650ce1ee3f2958e1e69e,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-30.cnf,c2972c4f65e18a5def75a8db60b005b1fdaeb3edc3a0ccc8a649af84a4e46f3a,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-31.cnf,3232ef9a2691f669e39ce9f32c6c0955ee5c7c442d1c294c5212b46f7a85d68f,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-32.cnf,3b0ee0f6294b732f54a2f5c5291acfc4edc3de306d1e34171ba5a88af49d3afe,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-33.cnf,a5ca4bc2a6ec73c9761512ad415d4708ff6a23d7c87a5a869ead889eae4e419d,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-34.cnf,6541c8b2668bd064b77c22a155bb2c54207086df79fe390a51f77ea506ba79a3,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-35.cnf,f9362f97e1126d664708cabb6d6219d29b29fb36fcde409f3373302d344ff5b6,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-36.cnf,5144c4fb83d1b95814416dd61db84571186fea5a301afb4f1a5da6135d8da6bf,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-37.cnf,c2ca26b83bcad45a1c9b8b05235317ea2ed13688d8cfafffc75710aa900e15ff,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-38.cnf,2ecefbb25454bd12b38ab5e6d9a8cec3b693c4466cb9c34b9e990aedb75d4caa,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-39.cnf,407db228a48c62f808a5604fb396a096a6cf69fb1c756f9a24c6157d837d29b2,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-4.cnf,e39e4124b7c5b975689d8eadda6797bf469043233bad00bd642e9dc15e2b87af,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-40.cnf,401e27a86f1e83f590b555687378f791c9bc72b2770b7580762e4cc3c43d7478,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-41.cnf,efcbebb5408050c252758905fccc4e61ea6acb636c355b4855c51a47b66cb184,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.7
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-42.cnf,124438d5a15783c3b8b1150d4a313f9fc16f545ccebbf494f3399579d31d7958,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.9
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-43.cnf,d7df6b50cef4b9a1f7934328999ab8d216c6d55fdd5de068962628f80037baee,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-44.cnf,8992c4bb1a33ecb867fd76a5791b45e6b95afa210a24f5434a0deafa487985ac,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-45.cnf,88353f7cfb07c983cedd0e274448e6e1031478e1d41386ff8db98fdf55a1217f,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-46.cnf,5cc4dc2c66a85321a49d9e0c6b13a9067f772d3e0e3c1055452b115337a3df54,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-47.cnf,b3ee3497cb254b9b35ceb534cdb79ca92889849539c247e21f4cfb76af466718,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.7
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-48.cnf,f1ad20853343748783eb7e780c3058bd2a45339557f14ab65a2001c7732dc902,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-49.cnf,702850e2cc7425eb1bcab060fdad240eb53ab75c5810ea192403acd6cd7580bd,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-5.cnf,9d37aa8bcb53d273f69864b9bbbc600b9bef5ef85ba8c61a6963ebce11d49b33,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-50.cnf,98eab58d24cc3d36a68aa99810931da4e27104ba8c303609a2621c154386f81b,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-6.cnf,3d2274d16bf8f23caf92bbfe3649aa4f44ba1017f340bcd48a83b9be3c1a8868,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-7.cnf,62cce32b41e2d927e9ae62fd6b7dfab110f61ff2f770cdf30ac72374e3bf4644,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.9
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-8.cnf,3f7c2a95d438cda6fd81a2af5770ab5cd16426bfe49b4541c1440bdf223403c7,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/bipartite/maxcut-140-630-0.8,maxcut-140-630-0.8-9.cnf,26891ec536674d9d3ae9416891c0fe3a1289bbf067adb32b9cf21db63a85bd84,cnf,140,1258,140,8.986,2,2,2.0,2:1258,True,11.8
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1200-1.cnf,5d51a749c7d15592fcc3e33a80c6bf211dd27aaafbed9e4201b91749055ba322,cnf,140,1200,140,8.571,2,2,2.0,2:1200,True,11.2
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1200-2.cnf,92aaf01d659b94898059ca765593fe65b3378513857a70ce55562d3631660139,cnf,140,1200,140,8.571,2,2,2.0,2:1200,True,11.3
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1200-3.cnf,c837e72bb0ccc19ae1bde139a94c3c0351461c595e309865b99b725bc50098a6,cnf,140,1200,140,8.571,2,2,2.0,2:1200,True,11.2
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1300-1.cnf,e14023d21aabffe88475b3682ad2b468b30581c6448db595e56999934b26f31c,cnf,140,1300,140,9.286,2,2,2.0,2:1300,True,12.2
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1300-2.cnf,4c5225c11cb804329004cf9ecb8827ead407cf4583041569a512f8ae70d56d56,cnf,140,1300,140,9.286,2,2,2.0,2:1300,True,12.2
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1300-3.cnf,b25edc2e63d3c269203b74d820abb12579fa419e15d97ac5cec23026d8857fdf,cnf,140,1300,140,9.286,2,2,2.0,2:1300,True,12.1
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1400-1.cnf,01d5d40809eb13fb3b9643034fc018dfd2cbb0034b6031e88c9707e4b13cccb5,cnf,140,1400,140,10.0,2,2,2.0,2:1400,True,13.1
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1400-2.cnf,4ce9baf4687e2910b6aa3d87b837b67acc2a4a46c44203e208ac206175b20924,cnf,140,1400,140,10.0,2,2,2.0,2:1400,True,13.1
ms_crafted/ms_crafted/maxcut/abrame-habet/v140,s2v140c1400-3.cnf,03d644b621d97b8b559925582a5260291aeabc9872ccd26767cc1546b62c7d5a,cnf,140,1400,140,10.0,2,2,2.0,2:1400,True,13.1
